1609459200.0,736.42000000,739.00000000,735.94000000,736.89000000,2845.52132000,1609459499999,2098521.63495830,1813,1941.92435000,1431829.32690180,0
1609459500.0,737.06000000,737.11000000,732.42000000,732.80000000,2838.79347000,1609459799999,2086053.91578450,2463,1441.44795000,1059184.12806580,0
1609459800.0,732.87000000,734.08000000,730.03000000,731.14000000,4995.32144000,1609460099999,3655955.50984850,3487,2438.66958000,1785005.52273970,0
1609460100.0,731.14000000,732.22000000,730.46000000,731.50000000,2889.50420000,1609460399999,2113654.27826060,1969,1703.04975000,1245907.62688610,0
1609460400.0,731.57000000,731.89000000,729.33000000,731.70000000,2527.19773000,1609460699999,1846047.32306940,2298,1201.22689000,877646.72940420,0
1609460700.0,731.70000000,732.28000000,730.12000000,731.60000000,1538.02501000,1609460999999,1124375.50980030,1558,760.60835000,556040.42994360,0
1609461000.0,731.55000000,732.78000000,731.45000000,731.95000000,1812.20383000,1609461299999,1326721.02459920,1511,635.51798000,465257.42679560,0
1609461300.0,731.95000000,734.29000000,731.95000000,733.43000000,1797.20233000,1609461599999,1318428.70203950,1717,1140.04274000,836320.28955480,0
1609461600.0,733.43000000,733.84000000,733.29000000,733.54000000,1348.80706000,1609461899999,989365.08474410,1206,929.28505000,681637.38159870,0
1609461900.0,733.54000000,734.34000000,732.38000000,734.01000000,1909.90421000,1609462199999,1400673.87499790,1584,892.98669000,654894.86875120,0
1609462200.0,734.01000000,735.35000000,733.81000000,733.84000000,1655.63718000,1609462499999,1216379.01198330,1583,958.01420000,703818.20665220,0
1609462500.0,733.83000000,735.59000000,733.83000000,734.07000000,1774.58106000,1609462799999,1303727.60595030,1482,977.84310000,718377.03492100,0
1609462800.0,734.08000000,735.95000000,733.37000000,735.88000000,2029.91745000,1609463099999,1490730.82750370,1934,1174.59871000,862476.95431490,0
1609463100.0,735.93000000,738.51000000,735.60000000,737.08000000,5400.33657000,1609463399999,3980842.59720560,4016,2586.96447000,1906738.46443590,0
1609463400.0,737.11000000,743.47000000,736.92000000,743.41000000,7212.95382000,1609463699999,5337219.13557550,5204,4385.97269000,3245885.56223350,0
1609463700.0,743.43000000,743.78000000,740.00000000,740.25000000,3648.11637000,1609463999999,2705586.21355520,3336,1605.44213000,1190808.30804770,0
1609464000.0,740.15000000,741.71000000,739.69000000,740.93000000,3232.08411000,1609464299999,2394600.86193530,3007,1596.57403000,1182948.41803320,0
1609464300.0,740.97000000,743.00000000,740.16000000,742.20000000,3155.13507000,1609464599999,2339142.86452950,3114,1395.57108000,1034745.09599810,0
1609464600.0,742.19000000,743.71000000,740.81000000,742.13000000,3364.91280000,1609464899999,2499440.51654830,2625,1637.44660000,1216338.95575100,0
1609464900.0,742.13000000,748.50000000,741.56000000,746.86000000,8475.18083000,1609465199999,6325603.48882560,6751,4684.37471000,3494741.31315660,0
1609465200.0,746.86000000,748.35000000,744.77000000,747.26000000,4162.48751000,1609465499999,3109618.97060240,3605,2243.89514000,1676503.06305100,0
1609465500.0,747.20000000,749.00000000,747.19000000,747.87000000,5909.18040000,1609465799999,4422616.66544620,3324,3179.47975000,2379767.47864990,0
